Year,Student_ID,Campus_ID,Grade,Gender,Teacher_ID,Attendance_Rate,Standardized_Math_Score,Standardized_Social_Studies_Score,Standardized_Science_Score
2021,S0638,C2,2nd,Male,T0035,1.0,86.1,88.5,77.7
2022,S0638,C2,3rd,Male,T0040,0.772,53.1,61.8,65.6
2023,S0638,C2,4th,Male,T0043,0.886,78.9,65.8,72.2
2024,S0638,C2,5th,Male,T0047,0.885,94.1,75.5,81.6
2021,S0639,C2,2nd,Male,T0035,0.837,73.9,64.4,76.3
2022,S0639,C2,3rd,Male,T0083,0.838,73.4,69.2,69.6
2023,S0639,C2,4th,Male,T0044,0.847,97.3,89.4,88.1
2024,S0639,C2,5th,Male,T0047,0.909,85.7,79.7,96.2
2021,S0640,C2,2nd,Male,T0035,0.855,82.1,82.5,62.4
2022,S0640,C2,3rd,Male,T0041,0.863,84.0,79.1,90.1
2023,S0640,C2,4th,Male,T0045,0.868,72.4,70.9,86.3
2024,S0640,C2,5th,Male,T0103,0.833,87.3,78.7,71.8
2021,S0641,C2,2nd,Female,T0034,0.752,50.7,48.7,49.0
2022,S0641,C2,3rd,Female,T0040,0.858,61.2,60.2,65.8
2023,S0641,C2,4th,Female,T0043,0.838,73.5,67.4,70.5
2024,S0641,C2,5th,Female,T0086,0.97,87.5,81.4,81.6
2021,S0642,C2,2nd,Male,T0037,1.0,83.4,92.8,88.1
2022,S0642,C2,3rd,Male,T0083,0.809,78.8,73.8,74.2
2023,S0642,C2,4th,Male,T0084,0.808,78.4,72.0,71.4
2024,S0642,C2,5th,Male,T0102,0.883,84.2,65.8,82.4
2021,S0643,C2,2nd,Female,T0034,0.728,60.2,52.4,64.0
2022,S0643,C2,3rd,Female,T0041,0.896,81.0,99.4,84.8
2023,S0643,C2,4th,Female,T0084,0.836,86.5,69.2,82.4
2024,S0643,C2,5th,Female,T0086,0.826,79.2,75.5,89.8
2021,S0644,C2,2nd,Female,T0035,0.988,82.4,84.9,78.9
2022,S0644,C2,3rd,Female,T0040,0.97,85.3,70.1,65.3
2023,S0644,C2,4th,Female,T0045,0.86,82.0,55.3,86.7
2024,S0644,C2,5th,Female,T0086,0.863,85.1,61.8,84.3
2021,S0645,C2,2nd,Female,T0036,0.785,76.9,89.9,85.2
2022,S0645,C2,3rd,Female,T0083,0.803,71.9,61.5,76.2
2023,S0645,C2,4th,Female,T0043,0.973,76.7,76.9,93.3
2024,S0645,C2,5th,Female,T0086,0.831,71.2,66.2,71.7
2021,S0646,C2,2nd,Female,T0034,0.822,56.2,64.8,70.0
2022,S0646,C2,3rd,Female,T0040,0.757,72.5,55.0,55.4
2023,S0646,C2,4th,Female,T0044,0.956,100.0,86.7,97.4
2024,S0646,C2,5th,Female,T0047,0.91,76.1,80.1,85.1
2021,S0647,C2,2nd,Female,T0035,0.85,80.0,72.4,71.4
2022,S0647,C2,3rd,Female,T0040,0.972,85.5,72.0,72.4
2023,S0647,C2,4th,Female,T0043,0.867,75.0,73.1,71.9
2024,S0647,C2,5th,Female,T0047,0.882,94.6,87.1,75.0
2021,S0648,C2,2nd,Male,T0034,0.819,65.3,54.5,54.9
2022,S0648,C2,3rd,Male,T0042,0.974,93.9,78.0,75.9
2023,S0648,C2,4th,Male,T0043,1.0,79.1,77.4,83.6
2024,S0648,C2,5th,Male,T0103,0.858,83.8,69.2,75.8
2021,S0649,C2,2nd,Male,T0036,0.951,92.4,91.8,87.7
2022,S0649,C2,3rd,Male,T0041,0.976,97.3,85.7,98.0
2023,S0649,C2,4th,Male,T0084,0.962,81.6,84.1,89.2
2024,S0649,C2,5th,Male,T0086,0.836,70.6,72.8,79.3
2021,S0650,C2,2nd,Female,T0036,0.755,84.6,81.7,69.1
2022,S0650,C2,3rd,Female,T0041,0.951,94.2,85.8,83.9
2023,S0650,C2,4th,Female,T0084,0.807,88.5,78.5,83.7
2024,S0650,C2,5th,Female,T0103,0.91,85.3,82.0,91.6
2021,S0651,C2,2nd,Female,T0038,0.939,94.7,92.7,91.2
2022,S0651,C2,3rd,Female,T0040,0.912,68.1,87.9,68.7
2023,S0651,C2,4th,Female,T0045,0.986,82.4,86.4,83.4
2024,S0651,C2,5th,Female,T0102,0.9,88.4,85.3,96.1
2021,S0652,C2,2nd,Male,T0037,1.0,85.8,83.8,77.8
2022,S0652,C2,3rd,Male,T0040,0.948,68.8,71.5,68.1
2023,S0652,C2,4th,Male,T0084,0.828,78.9,71.3,86.8
2024,S0652,C2,5th,Male,T0047,1.0,86.7,90.9,90.2
2021,S0653,C2,2nd,Female,T0036,1.0,91.1,100.0,89.8
2022,S0653,C2,3rd,Female,T0042,0.878,88.4,77.7,85.1
2023,S0653,C2,4th,Female,T0084,0.954,88.1,73.7,90.1
2024,S0653,C2,5th,Female,T0086,0.953,82.1,77.7,77.7
2021,S0654,C2,2nd,Male,T0035,0.834,63.5,68.7,79.4
2022,S0654,C2,3rd,Male,T0042,0.892,87.8,83.7,92.2
2023,S0654,C2,4th,Male,T0045,0.915,84.8,80.8,89.0
2024,S0654,C2,5th,Male,T0103,0.947,93.5,87.4,79.8
2021,S0655,C2,2nd,Female,T0035,0.83,75.1,75.3,83.7
2022,S0655,C2,3rd,Female,T0041,0.894,84.0,79.6,91.1
2023,S0655,C2,4th,Female,T0045,0.839,67.3,69.8,71.9
2024,S0655,C2,5th,Female,T0103,0.96,92.6,73.5,80.8
2021,S0656,C2,2nd,Male,T0036,0.958,93.4,80.0,94.0
2022,S0656,C2,3rd,Male,T0042,0.884,78.5,86.2,84.1
2023,S0656,C2,4th,Male,T0044,0.884,89.5,87.9,82.4
2024,S0656,C2,5th,Male,T0086,0.931,71.4,81.6,92.5
2021,S0657,C2,2nd,Male,T0037,0.874,68.6,76.5,65.0
2022,S0657,C2,3rd,Male,T0041,0.892,91.0,83.0,83.1
2023,S0657,C2,4th,Male,T0044,0.863,96.3,80.6,90.4
2024,S0657,C2,5th,Male,T0103,0.945,78.9,83.1,90.3
2021,S0658,C2,2nd,Male,T0034,0.895,73.9,78.6,71.9
2022,S0658,C2,3rd,Male,T0040,0.993,73.9,65.8,79.0
2023,S0658,C2,4th,Male,T0043,0.824,84.8,66.7,86.8
2024,S0658,C2,5th,Male,T0103,0.825,81.9,73.9,89.8
2021,S0659,C2,2nd,Female,T0036,0.829,86.5,78.5,92.8
2022,S0659,C2,3rd,Female,T0042,0.942,83.7,96.0,99.4
2023,S0659,C2,4th,Female,T0043,0.97,92.1,72.1,83.9
2024,S0659,C2,5th,Female,T0102,0.908,85.3,73.7,85.7
2021,S0660,C2,2nd,Female,T0035,0.935,81.8,84.9,76.1
2022,S0660,C2,3rd,Female,T0041,0.923,94.4,95.8,92.5
2023,S0660,C2,4th,Female,T0045,0.83,74.2,78.1,72.4
2024,S0660,C2,5th,Female,T0103,0.836,76.0,71.9,89.7
2021,S0661,C2,2nd,Male,T0034,0.954,60.6,70.5,71.2
2022,S0661,C2,3rd,Male,T0040,1.0,76.6,78.8,84.1
2023,S0661,C2,4th,Male,T0044,0.807,86.9,78.1,88.5
2024,S0661,C2,5th,Male,T0102,0.963,89.6,68.6,93.2
2021,S0662,C2,2nd,Female,T0038,1.0,98.0,93.6,97.1
2022,S0662,C2,3rd,Female,T0083,0.881,88.6,79.9,72.9
2023,S0662,C2,4th,Female,T0084,1.0,95.1,87.3,73.3
2024,S0662,C2,5th,Female,T0102,0.764,67.4,78.5,74.1
2021,S0663,C2,2nd,Male,T0036,0.796,76.4,80.2,79.2
2022,S0663,C2,3rd,Male,T0041,0.89,95.6,94.0,91.2
2023,S0663,C2,4th,Male,T0045,0.876,91.8,85.2,82.1
2024,S0663,C2,5th,Male,T0102,0.885,82.1,87.2,74.6
2021,S0664,C2,2nd,Female,T0038,0.836,87.5,81.2,92.0
2022,S0664,C2,3rd,Female,T0083,1.0,95.6,86.8,94.8
2023,S0664,C2,4th,Female,T0045,1.0,84.4,64.3,85.0
2024,S0664,C2,5th,Female,T0086,0.766,80.1,70.4,63.3
2021,S0665,C2,2nd,Male,T0036,1.0,97.0,97.3,93.2
2022,S0665,C2,3rd,Male,T0083,0.838,82.2,66.6,78.8
2023,S0665,C2,4th,Male,T0044,1.0,91.6,96.0,100.0
2024,S0665,C2,5th,Male,T0086,0.845,73.9,67.6,75.1
2021,S0666,C2,2nd,Male,T0035,0.873,81.8,88.1,80.4
2022,S0666,C2,3rd,Male,T0083,0.806,81.5,75.9,68.8
2023,S0666,C2,4th,Male,T0044,0.931,86.4,89.6,94.5
2024,S0666,C2,5th,Male,T0102,0.84,86.4,72.8,81.8
2021,S0667,C2,2nd,Female,T0034,0.958,61.5,76.1,67.6
2022,S0667,C2,3rd,Female,T0042,0.852,69.9,83.1,83.0
2023,S0667,C2,4th,Female,T0045,0.868,75.7,72.8,77.7
2024,S0667,C2,5th,Female,T0086,0.892,66.0,75.0,66.0
2021,S0668,C2,2nd,Female,T0034,0.936,63.2,74.0,73.8
2022,S0668,C2,3rd,Female,T0042,0.855,86.7,81.5,84.1
2023,S0668,C2,4th,Female,T0043,0.94,84.8,73.7,78.2
2024,S0668,C2,5th,Female,T0086,0.927,82.6,81.2,86.8
2021,S0669,C2,2nd,Female,T0037,0.911,76.3,81.1,82.3
2022,S0669,C2,3rd,Female,T0041,0.859,96.3,69.5,85.7
2023,S0669,C2,4th,Female,T0043,0.956,86.6,72.2,85.0
2024,S0669,C2,5th,Female,T0102,0.944,82.9,74.8,79.0
2021,S0670,C2,2nd,Female,T0036,0.961,94.4,90.0,88.1
2022,S0670,C2,3rd,Female,T0041,0.7,87.2,61.1,74.3
2023,S0670,C2,4th,Female,T0044,0.898,100.0,89.3,94.7
2024,S0670,C2,5th,Female,T0102,0.895,89.1,81.3,82.0
2021,S0671,C2,2nd,Female,T0035,0.907,78.9,80.1,81.4
2022,S0671,C2,3rd,Female,T0040,0.846,62.6,56.2,64.4
2023,S0671,C2,4th,Female,T0044,0.939,88.1,86.0,97.1
2024,S0671,C2,5th,Female,T0086,0.816,77.1,63.1,77.5
2021,S0672,C2,2nd,Male,T0038,1.0,96.0,97.2,100.0
2022,S0672,C2,3rd,Male,T0042,0.871,85.1,81.4,90.6
2023,S0672,C2,4th,Male,T0043,0.894,82.1,72.2,89.9
2024,S0672,C2,5th,Male,T0047,0.975,82.4,89.3,85.5
2021,S0673,C2,2nd,Female,T0037,0.772,61.8,74.7,69.7
2022,S0673,C2,3rd,Female,T0083,1.0,88.6,93.6,88.8
2023,S0673,C2,4th,Female,T0084,0.973,84.6,68.9,72.4
2024,S0673,C2,5th,Female,T0102,0.947,94.5,82.4,73.1
2021,S0674,C2,2nd,Female,T0036,0.879,83.3,92.2,97.0
2022,S0674,C2,3rd,Female,T0040,0.797,65.7,67.2,63.4
2023,S0674,C2,4th,Female,T0044,0.845,95.7,87.5,83.9
2024,S0674,C2,5th,Female,T0086,0.843,73.7,75.3,77.0
2021,S0675,C2,2nd,Female,T0035,0.768,77.9,72.8,72.4
2022,S0675,C2,3rd,Female,T0041,0.835,97.7,82.4,97.0
2023,S0675,C2,4th,Female,T0043,0.885,88.8,72.3,83.9
2024,S0675,C2,5th,Female,T0086,0.99,82.6,77.4,74.2
2021,S0676,C2,2nd,Female,T0034,0.915,67.0,70.1,67.7
2022,S0676,C2,3rd,Female,T0041,0.969,86.2,88.6,83.0
2023,S0676,C2,4th,Female,T0084,1.0,92.0,71.9,82.6
2024,S0676,C2,5th,Female,T0047,0.917,88.7,73.6,87.3
2021,S0677,C2,2nd,Female,T0034,0.867,69.0,60.6,64.1
2022,S0677,C2,3rd,Female,T0083,0.896,81.5,74.5,78.9
2023,S0677,C2,4th,Female,T0045,0.901,86.1,70.1,72.6
2024,S0677,C2,5th,Female,T0103,0.859,80.8,87.0,78.1
2021,S0678,C2,2nd,Female,T0034,0.952,65.8,69.1,70.2
2022,S0678,C2,3rd,Female,T0083,1.0,91.9,87.9,90.2
2023,S0678,C2,4th,Female,T0043,0.925,100.0,71.7,87.0
2024,S0678,C2,5th,Female,T0103,0.949,82.2,88.0,95.9
2021,S0679,C2,2nd,Male,T0036,0.882,96.6,88.3,92.8
2022,S0679,C2,3rd,Male,T0040,1.0,65.8,60.9,75.7
2023,S0679,C2,4th,Male,T0084,0.836,78.0,75.2,75.9
2024,S0679,C2,5th,Male,T0086,0.745,73.3,60.1,61.8
2021,S0680,C2,2nd,Female,T0038,1.0,96.1,93.1,85.4
2022,S0680,C2,3rd,Female,T0083,0.978,83.5,79.6,83.9
2023,S0680,C2,4th,Female,T0043,0.966,75.7,83.3,86.2
2024,S0680,C2,5th,Female,T0103,0.883,79.6,70.4,79.8
2021,S0681,C2,3rd,Male,T0042,0.892,81.3,89.3,84.9
2022,S0681,C2,4th,Male,T0045,0.92,78.2,84.7,88.2
2023,S0681,C2,5th,Male,T0086,0.944,82.6,78.8,79.9
2021,S0682,C2,3rd,Male,T0041,0.979,79.9,99.5,85.6
2022,S0682,C2,4th,Male,T0084,0.894,86.6,83.2,81.0
2023,S0682,C2,5th,Male,T0047,0.856,79.8,78.6,86.9
2021,S0683,C2,3rd,Male,T0041,0.866,75.7,76.0,70.5
2022,S0683,C2,4th,Male,T0084,0.764,79.4,68.6,68.6
2023,S0683,C2,5th,Male,T0086,1.0,79.9,84.5,85.3
2021,S0684,C2,3rd,Female,T0042,0.949,80.5,74.9,82.1
2022,S0684,C2,4th,Female,T0084,0.881,78.7,71.5,72.9
2023,S0684,C2,5th,Female,T0047,0.994,94.2,86.1,99.3
2021,S0685,C2,3rd,Male,T0041,0.887,83.9,83.1,85.4
2022,S0685,C2,4th,Male,T0044,0.818,89.3,89.6,89.5
2023,S0685,C2,5th,Male,T0048,0.892,64.2,57.7,69.8
2021,S0686,C2,3rd,Male,T0042,0.827,80.4,93.1,79.7
2022,S0686,C2,4th,Male,T0045,0.897,78.7,77.4,79.1
2023,S0686,C2,5th,Male,T0048,0.865,69.7,55.3,69.9
2021,S0687,C2,3rd,Female,T0040,0.715,64.8,61.4,73.7
2022,S0687,C2,4th,Female,T0084,1.0,79.4,79.8,83.7
2023,S0687,C2,5th,Female,T0085,1.0,82.4,83.7,83.3
2021,S0688,C2,3rd,Male,T0042,0.938,97.6,93.1,95.6
2022,S0688,C2,4th,Male,T0043,0.866,90.2,72.1,80.9
2023,S0688,C2,5th,Male,T0085,0.925,66.4,48.6,82.8
2021,S0689,C2,3rd,Female,T0039,0.831,54.6,49.4,51.3
2022,S0689,C2,4th,Female,T0044,0.94,96.5,92.6,90.2
2023,S0689,C2,5th,Female,T0085,0.988,79.3,70.1,71.7
2021,S0690,C2,3rd,Male,T0040,0.963,83.9,74.2,82.1
2022,S0690,C2,4th,Male,T0044,0.925,81.9,92.3,90.7
2023,S0690,C2,5th,Male,T0086,0.843,75.7,65.9,70.6
2021,S0691,C2,3rd,Female,T0041,0.912,89.3,69.2,91.7
2022,S0691,C2,4th,Female,T0045,0.786,72.2,68.3,91.0
2023,S0691,C2,5th,Female,T0086,0.878,79.5,74.4,78.8
2021,S0692,C2,3rd,Female,T0042,1.0,73.2,84.4,87.4
2022,S0692,C2,4th,Female,T0045,0.781,77.3,81.6,75.6
2023,S0692,C2,5th,Female,T0085,0.922,68.8,58.0,71.6
2021,S0693,C2,3rd,Male,T0040,0.961,90.2,90.3,92.5
2022,S0693,C2,4th,Male,T0084,1.0,83.7,83.1,93.3
2023,S0693,C2,5th,Male,T0048,1.0,78.0,78.2,63.3
2021,S0694,C2,3rd,Male,T0039,0.871,66.7,71.9,54.5
2022,S0694,C2,4th,Male,T0043,0.91,90.8,79.6,85.4
2023,S0694,C2,5th,Male,T0047,0.905,85.3,84.2,94.0
2021,S0695,C2,3rd,Male,T0040,0.928,82.6,72.7,78.2
2022,S0695,C2,4th,Male,T0043,1.0,93.1,94.1,96.7
2023,S0695,C2,5th,Male,T0086,1.0,77.7,96.5,85.7
2021,S0696,C2,3rd,Male,T0039,0.871,73.0,58.9,52.6
2022,S0696,C2,4th,Male,T0044,0.929,92.7,87.0,88.6
2023,S0696,C2,5th,Male,T0086,0.953,85.4,84.1,83.8
2021,S0697,C2,3rd,Female,T0041,0.966,81.2,84.1,84.7
2022,S0697,C2,4th,Female,T0044,0.997,91.3,97.3,96.7
2023,S0697,C2,5th,Female,T0085,0.921,77.9,60.6,75.4
2021,S0698,C2,3rd,Male,T0040,0.998,80.1,88.0,77.8
2022,S0698,C2,4th,Male,T0084,0.978,89.2,88.0,79.8
2023,S0698,C2,5th,Male,T0085,0.973,70.8,67.2,74.8
2021,S0699,C2,3rd,Female,T0042,0.971,100.0,96.2,88.2
2022,S0699,C2,4th,Female,T0045,0.867,79.8,74.7,81.6
2023,S0699,C2,5th,Female,T0085,0.871,72.9,58.4,67.4
2021,S0700,C2,3rd,Male,T0041,0.968,90.3,96.9,95.1
2022,S0700,C2,4th,Male,T0044,0.8,87.2,84.3,75.2
2023,S0700,C2,5th,Male,T0047,0.911,96.3,98.1,88.6
2021,S0701,C2,3rd,Female,T0040,0.864,71.1,72.4,84.3
2022,S0701,C2,4th,Female,T0045,0.877,83.4,78.6,81.5
2023,S0701,C2,5th,Female,T0047,0.935,87.6,84.6,83.4
2021,S0702,C2,3rd,Female,T0041,0.996,100.0,97.0,85.6
2022,S0702,C2,4th,Female,T0084,0.815,72.2,56.8,66.4
2023,S0702,C2,5th,Female,T0047,0.937,90.1,87.1,85.6
2021,S0703,C2,3rd,Female,T0042,0.851,87.5,76.9,81.4
2022,S0703,C2,4th,Female,T0084,0.759,71.8,59.6,72.4
2023,S0703,C2,5th,Female,T0048,0.908,82.5,61.6,72.1
2021,S0704,C2,3rd,Male,T0042,0.886,79.1,72.1,77.5
2022,S0704,C2,4th,Male,T0084,0.886,77.7,71.9,75.3
2023,S0704,C2,5th,Male,T0048,0.905,70.2,68.0,75.8
2021,S0705,C2,3rd,Male,T0039,0.99,72.0,71.3,68.1
2022,S0705,C2,4th,Male,T0084,1.0,86.1,89.2,82.6
2023,S0705,C2,5th,Male,T0086,0.878,83.3,77.0,79.2
2021,S0706,C2,3rd,Male,T0040,0.867,79.7,78.8,76.1
2022,S0706,C2,4th,Male,T0044,0.834,86.0,84.1,89.4
2023,S0706,C2,5th,Male,T0048,0.983,81.1,73.0,71.0
2021,S0707,C2,3rd,Female,T0040,0.907,79.8,56.5,72.0
2022,S0707,C2,4th,Female,T0084,0.902,78.3,77.3,71.5
2023,S0707,C2,5th,Female,T0048,0.911,68.0,67.2,72.1
2021,S0708,C2,3rd,Female,T0040,0.912,81.2,92.6,83.8
2022,S0708,C2,4th,Female,T0045,0.753,69.1,78.0,76.5
2023,S0708,C2,5th,Female,T0048,0.913,74.2,85.7,73.3
2021,S0709,C2,3rd,Female,T0041,0.987,88.6,85.7,96.1
2022,S0709,C2,4th,Female,T0084,0.84,66.2,84.2,84.6
2023,S0709,C2,5th,Female,T0048,0.906,73.9,56.8,65.1
2021,S0710,C2,3rd,Male,T0041,0.903,85.0,73.1,82.3
2022,S0710,C2,4th,Male,T0084,0.976,91.6,83.6,82.3
2023,S0710,C2,5th,Male,T0085,0.909,64.6,63.7,76.5
2021,S0711,C2,3rd,Female,T0039,0.877,56.0,51.9,59.4
2022,S0711,C2,4th,Female,T0045,0.967,79.3,84.3,90.6
2023,S0711,C2,5th,Female,T0048,0.846,70.4,57.2,76.7
2021,S0712,C2,3rd,Female,T0042,0.931,86.1,90.1,92.5
2022,S0712,C2,4th,Female,T0084,0.879,73.1,68.5,70.9
2023,S0712,C2,5th,Female,T0085,0.847,74.2,69.8,71.5
2021,S0713,C2,3rd,Male,T0041,0.901,97.1,75.2,91.3
2022,S0713,C2,4th,Male,T0045,0.91,71.1,66.3,70.1
2023,S0713,C2,5th,Male,T0047,0.954,98.7,69.4,80.5
2021,S0714,C2,3rd,Male,T0040,0.903,79.4,72.0,80.1
2022,S0714,C2,4th,Male,T0045,0.934,75.7,57.1,81.5
2023,S0714,C2,5th,Male,T0085,0.975,75.4,68.4,71.3
2021,S0715,C2,3rd,Female,T0039,0.975,67.3,68.1,78.1
2022,S0715,C2,4th,Female,T0045,1.0,82.4,86.9,81.0
2023,S0715,C2,5th,Female,T0086,0.904,86.9,81.4,70.0
2021,S0716,C2,3rd,Female,T0042,1.0,89.3,88.4,90.1
2022,S0716,C2,4th,Female,T0084,0.808,71.6,71.0,74.3
2023,S0716,C2,5th,Female,T0085,1.0,70.7,64.6,78.7
2021,S0717,C2,3rd,Female,T0040,0.921,69.4,86.5,80.6
2022,S0717,C2,4th,Female,T0045,0.92,72.4,73.5,81.5
2023,S0717,C2,5th,Female,T0048,0.923,64.4,68.8,62.3
2021,S0718,C2,3rd,Male,T0041,0.896,87.4,84.2,81.2
2022,S0718,C2,4th,Male,T0084,0.989,91.2,77.0,92.2
2023,S0718,C2,5th,Male,T0048,0.784,61.0,52.2,62.5
2021,S0719,C2,3rd,Female,T0042,0.91,92.3,90.3,81.3
2022,S0719,C2,4th,Female,T0043,0.849,63.7,86.4,76.9
2023,S0719,C2,5th,Female,T0086,0.958,89.8,82.7,83.8
2021,S0720,C2,3rd,Male,T0042,0.908,61.9,73.3,91.5
2022,S0720,C2,4th,Male,T0043,0.947,86.4,92.0,85.8
2023,S0720,C2,5th,Male,T0086,1.0,100.0,70.8,84.4
2021,S0721,C2,3rd,Male,T0042,0.858,85.2,85.1,86.9
2022,S0721,C2,4th,Male,T0044,0.76,78.3,80.0,89.2
2023,S0721,C2,5th,Male,T0085,0.851,69.2,63.9,74.2
2021,S0722,C2,3rd,Male,T0039,0.947,56.0,56.6,63.7
2022,S0722,C2,4th,Male,T0045,0.731,60.4,67.4,65.8
2023,S0722,C2,5th,Male,T0048,0.785,70.8,59.3,56.8
2021,S0723,C2,3rd,Female,T0039,1.0,69.2,72.2,64.0
2022,S0723,C2,4th,Female,T0045,0.843,82.2,90.3,69.7
2023,S0723,C2,5th,Female,T0047,0.863,80.0,78.5,84.4
2021,S0724,C2,3rd,Female,T0041,0.86,91.7,91.0,75.6
2022,S0724,C2,4th,Female,T0084,0.966,86.4,73.9,87.1
2023,S0724,C2,5th,Female,T0086,0.876,79.9,76.5,72.6
2021,S0725,C2,3rd,Female,T0040,0.783,76.4,75.6,74.1
2022,S0725,C2,4th,Female,T0044,0.912,85.6,82.3,99.7
2023,S0725,C2,5th,Female,T0086,0.912,77.6,73.6,85.8
2021,S0726,C2,3rd,Male,T0040,0.982,82.0,79.3,87.6
2022,S0726,C2,4th,Male,T0044,0.877,87.7,93.1,97.3
2023,S0726,C2,5th,Male,T0048,0.889,74.7,57.7,76.1
2021,S0727,C2,3rd,Female,T0042,0.85,78.6,86.0,89.8
2022,S0727,C2,4th,Female,T0043,0.961,81.1,86.0,92.2
2023,S0727,C2,5th,Female,T0086,0.943,86.8,80.9,88.0
2021,S0728,C2,3rd,Male,T0039,0.889,72.6,78.4,71.0
2022,S0728,C2,4th,Male,T0044,0.886,84.4,84.3,80.1
2023,S0728,C2,5th,Male,T0048,0.847,56.6,57.0,72.1
2021,S0729,C2,3rd,Female,T0042,0.897,90.7,93.7,81.0
2022,S0729,C2,4th,Female,T0044,0.899,95.9,76.9,81.3
2023,S0729,C2,5th,Female,T0047,1.0,79.6,96.0,86.1
2021,S0730,C2,3rd,Male,T0040,0.835,76.2,65.8,79.7
2022,S0730,C2,4th,Male,T0084,0.981,79.3,74.4,77.8
2023,S0730,C2,5th,Male,T0085,0.884,66.0,70.9,70.2
2021,S0731,C2,3rd,Male,T0041,1.0,82.3,87.0,88.1
2022,S0731,C2,4th,Male,T0084,0.838,80.8,70.0,63.3
2023,S0731,C2,5th,Male,T0048,0.951,72.6,81.9,73.6
2021,S0732,C2,3rd,Male,T0040,0.822,76.1,69.3,66.8
2022,S0732,C2,4th,Male,T0045,0.942,88.0,75.8,76.8
2023,S0732,C2,5th,Male,T0086,0.745,62.2,75.4,71.5
2021,S0733,C2,3rd,Male,T0039,0.96,69.9,76.3,77.6
2022,S0733,C2,4th,Male,T0043,0.78,79.4,73.3,82.0
2023,S0733,C2,5th,Male,T0048,0.939,69.9,68.9,70.3
2021,S0734,C2,3rd,Female,T0039,1.0,67.1,67.4,73.5
2022,S0734,C2,4th,Female,T0084,0.836,75.3,72.0,71.7
2023,S0734,C2,5th,Female,T0086,0.67,70.0,65.6,71.4
2021,S0735,C2,3rd,Female,T0040,0.913,88.3,87.0,77.7
2022,S0735,C2,4th,Female,T0043,0.847,84.9,78.4,71.3
2023,S0735,C2,5th,Female,T0048,0.958,69.3,50.5,64.5
2021,S0736,C2,3rd,Male,T0040,0.714,72.2,71.8,63.0
2022,S0736,C2,4th,Male,T0043,0.946,90.8,74.9,97.6
2023,S0736,C2,5th,Male,T0085,0.914,81.2,65.4,74.8
2021,S0737,C2,3rd,Female,T0041,0.86,68.7,64.3,83.3
2022,S0737,C2,4th,Female,T0043,0.853,81.2,66.4,77.7
2023,S0737,C2,5th,Female,T0047,0.779,82.2,83.9,85.3
2021,S0738,C2,3rd,Male,T0041,0.987,84.0,90.3,87.6
2022,S0738,C2,4th,Male,T0084,0.965,76.8,83.8,78.7
2023,S0738,C2,5th,Male,T0048,0.911,64.1,68.8,69.9
2021,S0739,C2,3rd,Female,T0040,0.807,75.9,75.4,80.2
2022,S0739,C2,4th,Female,T0084,0.843,78.9,57.2,64.3
2023,S0739,C2,5th,Female,T0086,0.871,80.3,94.3,78.3
2021,S0740,C2,3rd,Female,T0039,0.999,70.4,62.5,64.5
2022,S0740,C2,4th,Female,T0043,0.945,85.7,97.9,79.4
2023,S0740,C2,5th,Female,T0048,0.861,71.4,54.7,65.0
2021,S0741,C2,3rd,Female,T0041,0.757,79.4,79.3,68.5
2022,S0741,C2,4th,Female,T0043,0.972,87.3,98.4,82.1
2023,S0741,C2,5th,Female,T0048,0.831,68.8,57.1,71.3
2021,S0742,C2,3rd,Male,T0042,0.836,77.2,78.5,89.6
2022,S0742,C2,4th,Male,T0043,0.912,91.8,80.9,83.5
2023,S0742,C2,5th,Male,T0085,0.772,52.2,57.1,56.3
2021,S0743,C2,3rd,Female,T0040,0.883,79.6,71.6,85.3
2022,S0743,C2,4th,Female,T0084,0.915,85.0,75.8,85.1
2023,S0743,C2,5th,Female,T0086,1.0,79.6,78.3,73.7
2021,S0744,C2,3rd,Female,T0041,0.925,85.8,89.9,86.8
2022,S0744,C2,4th,Female,T0084,0.882,89.7,73.5,84.2
2023,S0744,C2,5th,Female,T0048,0.808,47.1,39.0,58.2
2021,S0745,C2,3rd,Male,T0041,0.831,85.3,88.7,67.5
2022,S0745,C2,4th,Male,T0043,0.928,87.6,78.4,84.7
2023,S0745,C2,5th,Male,T0085,0.843,61.2,65.1,68.2
2021,S0746,C2,3rd,Male,T0039,0.807,57.0,70.8,64.7
2022,S0746,C2,4th,Male,T0084,1.0,84.8,88.1,80.7
2023,S0746,C2,5th,Male,T0086,0.881,86.4,72.7,74.4
2021,S0747,C2,3rd,Female,T0041,1.0,87.2,96.0,88.2
2022,S0747,C2,4th,Female,T0043,0.668,77.9,65.0,56.3
2023,S0747,C2,5th,Female,T0048,0.768,50.2,52.0,69.4
2021,S0748,C2,3rd,Female,T0042,0.964,90.6,85.7,91.8
2022,S0748,C2,4th,Female,T0045,0.876,79.8,83.9,73.8
2023,S0748,C2,5th,Female,T0086,1.0,94.5,77.1,85.3
2021,S0749,C2,3rd,Female,T0040,0.953,81.3,73.1,80.7
2022,S0749,C2,4th,Female,T0084,0.836,63.9,68.2,76.8
2023,S0749,C2,5th,Female,T0048,0.859,64.6,69.9,57.8
2021,S0750,C2,3rd,Female,T0040,1.0,90.6,69.3,91.2
2022,S0750,C2,4th,Female,T0045,0.956,83.6,80.3,88.2
2023,S0750,C2,5th,Female,T0086,0.966,82.1,87.0,76.3
